Exercício: 2023
Escopo: Municípios do Estado - PR
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";8327348,11
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";230991,69
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";1152385,68
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";220973,06
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";931412,62
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";782687,57
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";782687,57
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"25 - Energia";"siconfi-cor_TotalDespesas";154555,33
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"25.752 - Energia Elétrica";"siconfi-cor_TotalDespesas";154555,33
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"26 - Transporte";"siconfi-cor_TotalDespesas";3706507,25
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";3706507,25
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";96541,69
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";96541,69
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";885843,18
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Empenhadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";885843,18
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";28752692,19
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";906837,25
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";906837,25
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";3077348,68
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";3077348,68
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1842541,13
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";240898,52
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";1601642,61
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";532252,31
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";532252,31
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";8251642,01
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";8111739,69
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";106288,93
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";33613,39
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";8168570,84
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";7947207,49
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";221363,35
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";1145432,89
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";220973,06
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";924459,83
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";751437,04
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";751437,04
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"25 - Energia";"siconfi-cor_TotalDespesas";154555,33
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"25.752 - Energia Elétrica";"siconfi-cor_TotalDespesas";154555,33
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"26 - Transporte";"siconfi-cor_TotalDespesas";2939689,84
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";2939689,84
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";96541,69
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";96541,69
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";885843,18
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Liquidadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";885843,18
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";27117551,19
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"01 - Legislativa";"siconfi-cor_TotalDespesas";906837,25
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";906837,25
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"04 - Administração";"siconfi-cor_TotalDespesas";2845663,3
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";2845663,3
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1786690,89
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";232320,12
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";1554370,77
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";532252,31
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";532252,31
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"10 - Saúde";"siconfi-cor_TotalDespesas";7946503,97
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";7819129,14
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";93761,44
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";33613,39
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"12 - Educação";"siconfi-cor_TotalDespesas";7753650,02
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";7555733,84
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";197916,18
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";1077103,12
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";220973,06
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";856130,06
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"20 - Agricultura";"siconfi-cor_TotalDespesas";699062,31
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";699062,31
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"25 - Energia";"siconfi-cor_TotalDespesas";154555,33
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"25.752 - Energia Elétrica";"siconfi-cor_TotalDespesas";154555,33
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"26 - Transporte";"siconfi-cor_TotalDespesas";2437534,81
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";2437534,81
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";91854,7
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";91854,7
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";885843,18
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4057;"Despesas Pagas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";885843,18
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";110650773,93
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";2572357,05
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";2572357,05
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"02 - Judiciária";"siconfi-cor_TotalDespesas";775365,82
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"02.061 - Ação Judiciária";"siconfi-cor_TotalDespesas";775365,82
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"04 - Administração";"siconfi-cor_TotalDespesas";6594760,82
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"04.121 - Planejamento e Orçamento";"siconfi-cor_TotalDespesas";240335,24
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";4783884,22
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";433231,64
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"04.128 - Formação de Recursos Humanos";"siconfi-cor_TotalDespesas";744228,26
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"04.129 - Administração de Receitas";"siconfi-cor_TotalDespesas";393081,46
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"05 - Defesa Nacional";"siconfi-cor_TotalDespesas";63966,91
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"05.153 - Defesa Terrestre";"siconfi-cor_TotalDespesas";63966,91
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";3472110,8
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";3472110,8
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";4239459,46
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";319362,49
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"08.242 - Assistência ao Portador de Deficiência";"siconfi-cor_TotalDespesas";222766,13
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";276525,39
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";3420805,45
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";8683452,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";8683452,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"10 - Saúde";"siconfi-cor_TotalDespesas";29174411,58
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";25229491,3
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";2769393,71
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";837348,38
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";338178,19
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"12 - Educação";"siconfi-cor_TotalDespesas";26030119,34
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";21651565,86
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";4043288,9
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";43170,92
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"12.367 - Educação Especial";"siconfi-cor_TotalDespesas";292093,66
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"13 - Cultura";"siconfi-cor_TotalDespesas";1072030,37
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";1072030,37
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";17039209,38
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";7210896,18
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";9828313,2
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";1022460,91
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";1022460,91
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";2574025,31
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";2574025,31
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"23 - Comércio e Serviços";"siconfi-cor_TotalDespesas";544093,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"23.692 - Comercialização";"siconfi-cor_TotalDespesas";544093,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"24 - Comunicações";"siconfi-cor_TotalDespesas";4200,00
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"FU24 - Demais Subfunções";"siconfi-cor_TotalDespesas";4200,00
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"26 - Transporte";"siconfi-cor_TotalDespesas";2005429,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";2005429,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";1253988,12
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";1253988,12
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";3529333,25
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";3529333,25
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Empenhadas";"Despesas Intraorçamentárias";"siconfi-cor_TotalDespesas";6488380,07
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";108925955,36
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";2572357,05
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";2572357,05
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"02 - Judiciária";"siconfi-cor_TotalDespesas";775365,82
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"02.061 - Ação Judiciária";"siconfi-cor_TotalDespesas";775365,82
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";6588673,37
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"04.121 - Planejamento e Orçamento";"siconfi-cor_TotalDespesas";240335,24
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";4777796,77
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";433231,64
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"04.128 - Formação de Recursos Humanos";"siconfi-cor_TotalDespesas";744228,26
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"04.129 - Administração de Receitas";"siconfi-cor_TotalDespesas";393081,46
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"05 - Defesa Nacional";"siconfi-cor_TotalDespesas";63966,91
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"05.153 - Defesa Terrestre";"siconfi-cor_TotalDespesas";63966,91
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";3472110,8
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";3472110,8
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";4238430,18
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";319362,49
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"08.242 - Assistência ao Portador de Deficiência";"siconfi-cor_TotalDespesas";222766,13
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";275496,11
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";3420805,45
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";8683452,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";8683452,27
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";29172401,56
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";25227481,28
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";2769393,71
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";837348,38
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";338178,19
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";26001652,7
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";21623099,22
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";4043288,9
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";43170,92
Prefeitura Municipal de Cambará - PR;4103602;PR;25569;"Despesas Liquidadas";"12.367 - Educação Especial";"siconfi-cor_TotalDespesas";292093,66
