Exercício: 2024
Escopo: Municípios do Estado - PR
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Empenhadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";1168453,16
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Empenhadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";1168453,16
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Empenhadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";1889729,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Empenhadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";1889729,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";81428916,9
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";2032630,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";2032630,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";8014899,78
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";6750126,65
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";1264773,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";452493,99
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";452493,99
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";2799179,4
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";755,43
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"08.242 - Assistência à Pessoa com Deficiência";"siconfi-cor_TotalDespesas";6975,51
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";683740,05
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";2107708,41
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";25971366,83
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";23481626,68
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";2418300,33
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";71439,82
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";20324650,8
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";15353570,18
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"12.364 - Ensino Superior";"siconfi-cor_TotalDespesas";8612,12
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";3369112,36
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"12.367 - Educação Especial";"siconfi-cor_TotalDespesas";429572,25
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";1163783,89
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"13 - Cultura";"siconfi-cor_TotalDespesas";379644,18
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";379644,18
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";8483519,25
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";2374049,03
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";6109470,22
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";5304,58
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";5304,58
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";4551633,36
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";4551633,36
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"22 - Indústria";"siconfi-cor_TotalDespesas";66478,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"22.661 - Promoção Industrial";"siconfi-cor_TotalDespesas";66478,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"26 - Transporte";"siconfi-cor_TotalDespesas";5880532,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";5880532,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";576853,16
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";576853,16
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";1889729,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Liquidadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";1889729,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";81085478,21
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"01 - Legislativa";"siconfi-cor_TotalDespesas";2032630,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";2032630,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"04 - Administração";"siconfi-cor_TotalDespesas";7989671,81
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";6728898,1
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";1260773,71
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";452397,33
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";452397,33
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";2796099,03
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";755,43
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"08.242 - Assistência à Pessoa com Deficiência";"siconfi-cor_TotalDespesas";6975,51
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";683414,26
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";2104953,83
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"10 - Saúde";"siconfi-cor_TotalDespesas";25845288,01
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";23355547,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";2418300,33
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";71439,82
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"12 - Educação";"siconfi-cor_TotalDespesas";20289347,04
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";15346607,03
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"12.364 - Ensino Superior";"siconfi-cor_TotalDespesas";8612,12
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";3369112,36
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"12.367 - Educação Especial";"siconfi-cor_TotalDespesas";429572,25
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";1135443,28
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"13 - Cultura";"siconfi-cor_TotalDespesas";379644,18
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";379644,18
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";8380829,68
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";2374049,03
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";6006780,65
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";5304,58
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";5304,58
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"20 - Agricultura";"siconfi-cor_TotalDespesas";4534616,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";4534616,86
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"22 - Indústria";"siconfi-cor_TotalDespesas";66478,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"22.661 - Promoção Industrial";"siconfi-cor_TotalDespesas";66478,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"26 - Transporte";"siconfi-cor_TotalDespesas";5848454,4
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";5848454,4
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";574986,51
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";574986,51
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";1889729,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Despesas Pagas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";1889729,13
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";11076084,17
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"04 - Administração";"siconfi-cor_TotalDespesas";10659,00
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";10659,00
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"10 - Saúde";"siconfi-cor_TotalDespesas";154369,24
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";154369,24
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"12 - Educação";"siconfi-cor_TotalDespesas";360500,00
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";360500,00
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"15 - Urbanismo";"siconfi-cor_TotalDespesas";3594048,99
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";3594048,99
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"20 - Agricultura";"siconfi-cor_TotalDespesas";4676365,87
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";4676365,87
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"26 - Transporte";"siconfi-cor_TotalDespesas";1688541,07
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";1688541,07
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";591600,00
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Não Processados";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";591600,00
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";343438,69
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"04 - Administração";"siconfi-cor_TotalDespesas";25227,97
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";21228,55
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";3999,42
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";96,66
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";96,66
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"08 - Assistência Social";"siconfi-cor_TotalDespesas";3080,37
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";325,79
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";2754,58
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"10 - Saúde";"siconfi-cor_TotalDespesas";126078,82
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";126078,82
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"12 - Educação";"siconfi-cor_TotalDespesas";35303,76
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";6963,15
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";28340,61
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"15 - Urbanismo";"siconfi-cor_TotalDespesas";102689,57
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";102689,57
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"20 - Agricultura";"siconfi-cor_TotalDespesas";17016,5
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";17016,5
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"26 - Transporte";"siconfi-cor_TotalDespesas";32078,39
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";32078,39
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";1866,65
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14006;"Inscrição de Restos a Pagar Processados";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";1866,65
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";38308780,19
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";956112,22
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";956112,22
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"04 - Administração";"siconfi-cor_TotalDespesas";5611614,98
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";4797348,82
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";814266,16
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";1626806,29
Prefeitura Municipal de Boa Esperança do Iguaçu - PR;4103024;PR;2411;"Despesas Empenhadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";272303,75
