numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
186;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2869;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
186;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2938;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
186;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5341;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
188;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2490;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
189;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3069;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
190;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3385;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
191;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4561;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
191;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4562;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
191;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4563;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
191;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4564;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
191;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4565;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
194;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4721;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
195;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5203;2024;UNESPAR - Universidade Estadual do Paraná
196;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2482;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
196;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3813;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
196;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4354;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
197;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1473;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
197;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1649;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
197;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2925;2025;SEED - Secretaria de Estado da Educação
197;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3231;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
197;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4192;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
198;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2507;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
198;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2509;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
199;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7990;2024;PMPR-HPM - Hospital da Polícia Militar - SESP
200;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5204;2024;SUBPR-4CRPM - 4° Comando Regional da Polícia Militar - SESP
200;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5205;2024;SUBPR-4CRPM - 4° Comando Regional da Polícia Militar - SESP
200;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5206;2024;SUBPR-4CRPM - 4° Comando Regional da Polícia Militar - SESP
200;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5207;2024;SUBPR-4CRPM - 4° Comando Regional da Polícia Militar - SESP
201;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5960;2024;SEED - Secretaria de Estado da Educação
202;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6057;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
203;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2556;2024;UEM - Universidade Estadual de Maringá
204;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2841;2024;UEM - Universidade Estadual de Maringá
205;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4343;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
206;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4331;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
208;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3940;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
208;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3944;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
210;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5196;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
210;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5200;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
211;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3842;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
211;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4281;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
211;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5169;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
211;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5172;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
211;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5173;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
211;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5174;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
216;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5167;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
218;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3130;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
218;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3131;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
218;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3132;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
220;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3627;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
220;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3630;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
220;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3692;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
222;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3153;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
223;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2422;2024;UEM - Universidade Estadual de Maringá
223;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2427;2024;UEM - Universidade Estadual de Maringá
223;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2430;2024;UEM - Universidade Estadual de Maringá
224;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3816;2024;SECOM - Secretaria de Estado da Comunicação
226;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4818;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
226;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4824;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
227;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4060;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
228;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4292;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
229;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2591;2024;UEM - Universidade Estadual de Maringá
229;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2596;2024;UEM - Universidade Estadual de Maringá
230;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3825;2024;UEPG - Universidade Estadual de Ponta Grossa
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3529;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3539;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3631;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5148;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5158;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6054;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6108;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6753;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1321;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2639;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
237;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2772;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
238;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9435;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
238;2024;Pregão Eletrônico (Lei Federal 14.133/2021);987;2025;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
238;2024;Pregão Eletrônico (Lei Federal 14.133/2021);988;2025;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
238;2024;Pregão Eletrônico (Lei Federal 14.133/2021);989;2025;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
239;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3063;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
240;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3226;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
241;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5522;2024;ALEP - Assembleia Legislativa do Estado do Paraná
243;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2719;2024;CASA MILITAR - Casa Militar do Estado do Paraná
243;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5117;2024;CASA MILITAR - Casa Militar do Estado do Paraná
244;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2760;2024;UEPG - Universidade Estadual de Ponta Grossa
245;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4390;2024;UNESPAR - Universidade Estadual do Paraná
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4293;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6158;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6192;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6227;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1403;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2674;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3534;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
248;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3536;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
249;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3606;2024;ADAPAR - Agência de Defesa Agropecuária do Paraná
249;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3608;2024;ADAPAR - Agência de Defesa Agropecuária do Paraná
249;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3610;2024;ADAPAR - Agência de Defesa Agropecuária do Paraná
249;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3612;2024;ADAPAR - Agência de Defesa Agropecuária do Paraná
250;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7178;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
250;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7192;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
252;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2759;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
253;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3405;2024;UNIOESTE CASC - Universidade Estadual do Oeste do Paraná - Campus Cascavel
254;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7437;2024;UNESPAR - Universidade Estadual do Paraná
255;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2864;2024;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
256;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4714;2024;SEJU - Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF)
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4002;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4003;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4004;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4005;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4006;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4007;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
258;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4009;2024;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
260;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2502;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
260;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3384;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
260;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5056;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
261;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3630;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
265;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3609;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
266;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6806;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
266;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6807;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
266;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6808;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
270;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6602;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
270;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6603;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
270;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6604;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
270;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6606;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
272;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2946;2024;UEM - Universidade Estadual de Maringá
272;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3342;2024;UEM - Universidade Estadual de Maringá
272;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3343;2024;UEM - Universidade Estadual de Maringá
276;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4375;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
276;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4387;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
276;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4388;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
278;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2922;2024;TCEPR - Tribunal do Contas do Estado do Paraná
283;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2270;2025;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
286;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3252;2024;UEM - Universidade Estadual de Maringá
286;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3254;2024;UEM - Universidade Estadual de Maringá
286;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4030;2024;UEM - Universidade Estadual de Maringá
286;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4032;2024;UEM - Universidade Estadual de Maringá
287;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6964;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
287;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6967;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
287;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6969;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
287;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6970;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
287;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6971;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8418;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8420;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8422;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8423;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8424;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8426;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8428;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8429;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8430;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9499;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9501;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9503;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9504;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9505;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9506;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
289;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9507;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
