cod_ibge,municipio,ano,populacao,total_despesas,total_pc,saude,educacao,administracao,saude_prop,educacao_prop,hhi,n_funcoes_declaradas,flag_negativo,score_if,score_lof,score,classe
4100509,Altônia,2020,22176,50215800.03999999,2264.4209974747473,17182312.63,11942642.43,4778637.14,0.3421694489844476,0.23782638971174305,0.20195501393473672,15,False,0.09632426903476894,0.010611002483569864,0.06203896241428931,Regular
4100509,Altônia,2021,22293,60159461.2,2698.580774234065,19516280.47,13636975.24,5547778.87,0.3244091632589289,0.22668047499069024,0.18631116979178805,16,False,0.13320842318623838,0.007453967142976153,0.08290664076893349,Regular
4100509,Altônia,2022,21112,74614506.81000003,3534.2225658393345,23651902.64,20655315.35,6021403.86,0.31698799135974604,0.27682707067403306,0.20661551160727065,15,False,0.10522881714172212,0.005368677382210536,0.06528476123791749,Regular
4100509,Altônia,2023,19931,91574428.03000003,4594.572677236467,26914008.7,19827424.84,6330433.78,0.2939031046001499,0.2165170481163637,0.17892195903939465,17,False,0.1323246474342631,0.0059382010507120124,0.08177006888084265,Regular
4100509,Altônia,2024,18750,121171815.16,6462.496808533333,28818660.35,22348450.81,7502725.94,0.23783303330024988,0.1844360487667056,0.14805890586726156,18,False,0.31017497784093384,0.024074521451997143,0.19573479528535914,Regular
4100608,Alto Paraná,2020,14859,41083496.940000005,2764.889759741571,11189440.25,11660703.84,5098500.51,0.2723585157889921,0.2838293891347604,0.18568972204379286,15,False,0.009948407448917387,0.013710432667746002,0.011453217536448835,Regular
4100608,Alto Paraná,2021,14945,48338250.27,3234.409519571763,10977092.02,12614529.4,5092071.79,0.22708914697337884,0.2609637156814696,0.16701459830896576,16,False,0.03860462479131848,0.013516237887895095,0.028569270029949127,Regular
4100608,Alto Paraná,2022,14676,69688069.15,4748.437527255383,14779280.5,17641827.78,5692556.18,0.21207762935988878,0.2531542055215631,0.15356013024542117,16,False,0.08797622451353451,0.031784328436908385,0.06549946608288407,Regular
4100608,Alto Paraná,2023,14407,73502289.36,5101.845586173388,15151555.71,17957278.52,7282937.45,0.20613719439119252,0.2443091048776552,0.1506165603217368,16,False,0.04033583875241649,0.013665027813429605,0.029667514376821733,Regular
4100608,Alto Paraná,2024,14138,87317710.54000002,6176.1006181921075,24282401.79,20766190.38,7968126.88,0.27809251570878385,0.23782334937065328,0.17292488801911945,17,False,0.08623318028645784,0.008591219752240168,0.05517639607277077,Regular
4100608,Alto Paraná,2025,14183,90065702.77,6350.257545653247,19343833.02,23259730.78,9955519.37,0.21477468586902806,0.2582529205306727,0.1592305176846827,17,False,0.11836671317944819,0.025694604200225457,0.0812978695877591,Regular
4100707,Alto Piquiri,2020,9778,33456536.42,3421.613460830436,10488639.04,9431881.25,3574882.58,0.3135004445268874,0.28191445556694594,0.20572448740308602,14,False,0.02286207076306649,0.0009253555785245678,0.014087384689249721,Regular
4100707,Alto Piquiri,2021,9722,38231562.57,3932.4791781526437,11844880.36,9749276.35,4288140.66,0.3098194152622624,0.2550059609033657,0.19062229707872308,14,False,0.04656012321860157,0.008363639773081612,0.03128152984039359,Regular
4100707,Alto Piquiri,2022,9749,51856231.70000001,5319.133418812187,16470364.05,14364730.85,4907834.69,0.31761590671078394,0.2770106962862864,0.2026376067804244,14,False,0.07195832422143146,0.014230870985357441,0.04886734292700185,Regular
4100707,Alto Piquiri,2023,9775,55707732.45999999,5699.000763171355,16290665.53,14059316.24,5981267.84,0.2924309572588911,0.25237638688839215,0.18872857944249327,13,False,0.01637784165728187,0.008074314272514893,0.013056430703375078,Regular
4100707,Alto Piquiri,2024,9802,64639205.19,6594.491449704142,19914583.75,15107083.26,7356269.75,0.3080883140729101,0.2337139390188099,0.1905059936220155,13,False,0.036395676129041495,0.003965749097056385,0.023423705316247448,Regular
4100707,Alto Piquiri,2025,9771,79978977.33,8185.342066318698,21955427.32,17272542.08,6713409.92,0.2745149794727939,0.21596352762466609,0.20102501180939922,14,False,0.15710822772815797,0.03448610195765412,0.10805937741995643,Regular
4100806,Alvorada do Sul,2020,11503,44730417.93,3888.5871450925847,10810471.12,8512420.81,5205813.89,0.24168053016892524,0.1903049692788775,0.18136915647789098,17,False,0.21725003044679986,0.05962393664599125,0.1541995929264764,Regular
4100806,Alvorada do Sul,2021,11598,51439398.81000001,4435.19562079669,10522763.48,10029359.3,5809470.47,0.20456622206778854,0.19497427131769388,0.18251440223117518,17,False,0.23894279467484225,0.04526992810539247,0.16147364804706232,Regular
4100806,Alvorada do Sul,2022,11225,63472692.75999999,5654.582873942093,13876083.02,14122841.78,7387358.97,0.21861500460469832,0.2225026411499609,0.1808071554884659,17,False,0.18890918482258331,0.045367171513767096,0.13149237949905682,Regular
4100806,Alvorada do Sul,2023,10851,87951715.04,8105.401809971432,17377386.57,16980427.93,7445596.61,0.19757871193412033,0.19306534184441299,0.1692101503791094,16,False,0.47808498495682583,0.08408906848367328,0.3204866183675648,Suspeita
4100806,Alvorada do Sul,2024,10478,97740469.53999999,9328.16086466883,21081310.0,21070350.33,14309253.73,0.2156866045274372,0.21557447420873113,0.18114839450460016,16,False,0.3740744157894498,0.04170150516058746,0.24112525153790484,Suspeita
4100905,Amaporã,2020,6332,19351705.8,3056.175900189514,7055174.61,4121523.28,2041081.6,0.36457636773291585,0.21297984387505517,0.2018977918211725,17,False,0.16827602657576873,0.0023003758104115663,0.10188576626962585,Regular
4100905,Amaporã,2021,6405,20268860.779999997,3164.537202185792,7872046.35,4922661.91,1990924.17,0.3883812926362209,0.24286820869860457,0.23127852999039988,15,False,0.19891787868043737,0.004831653615999087,0.12128338865466204,Regular
4100905,Amaporã,2022,5849,33117955.520000003,5662.1568678406575,10821121.16,7656655.72,2067568.33,0.32674484249080843,0.23119349005031814,0.18630954364377617,18,False,0.1899276422991463,0.010431581850921254,0.11812921811985627,Regular
4100905,Amaporã,2023,5292,35661674.27,6738.7895445956165,11363868.6,8209324.59,2344054.2,0.3186577420331532,0.23020020114159376,0.18363697782241692,18,False,0.16166109693096023,0.01686561112613488,0.10374290260903009,Regular
4100905,Amaporã,2024,4736,47008231.75,9925.724609375,12924032.68,8799587.35,2944873.25,0.274931266266998,0.18719247719842175,0.15222783578853652,18,False,0.4560121107442379,0.022744773036060734,0.28270517566096703,Suspeita
4100905,Amaporã,2025,4688,46861933.339999996,9996.146190273037,12881492.98,9982000.63,2811972.17,0.27488180836544207,0.21300872410826577,0.15435938819729395,19,False,0.29869044644975024,0.016445459659477534,0.18579245173364117,Regular
4101002,Ampére,2020,19311,58572712.42000001,3033.1268406607637,15384392.98,13636933.49,5794396.33,0.26265461072871377,0.2328205904520069,0.1702543023154222,16,False,0.02198761498925015,0.0033109362670119035,0.01451694350035485,Regular
4101002,Ampére,2021,19466,64122453.20000001,3294.0744477550606,18278576.76,15029914.86,6655988.73,0.2850573527339718,0.2343939464249942,0.16977587288651075,16,False,0.024886788346235523,0.003061889645869644,0.01615682886608917,Regular
4101002,Ampére,2022,19710,86501838.94000001,4388.728510400812,23035111.0,21243673.34,8291350.94,0.2662961999683934,0.24558637828191351,0.1620363194320663,16,False,0.07074774964392615,0.011537752842403421,0.047063750923317056,Regular
4101002,Ampére,2023,19955,94710941.32000001,4746.226074668003,25194853.02,23711449.07,8408092.46,0.2660183994463122,0.2503559645752658,0.16693904603176152,16,False,0.0179748927556135,0.003739539472546919,0.012280751442386868,Regular
4101002,Ampére,2024,20199,113348671.52,5611.5981741670375,32614845.37,29164662.14,8328640.3,0.28773910565193717,0.25730043192305074,0.18086633640198133,16,False,0.0507146494439358,0.007536684553923234,0.03344346348793077,Regular
4101051,Anahy,2020,2788,20567559.35,7377.17336800574,4755047.18,2760580.32,2108685.39,0.23119161097741037,0.13422012174721157,0.1403226727378014,13,False,0.13061941652996137,0.01761097538525621,0.0854160400720793,Regular
4101051,Anahy,2021,2774,20578640.81,7418.3997152126885,5319651.61,3189994.8,2507239.5,0.2585035454535445,0.15501484424811243,0.1452434962066871,12,False,0.11175426384187662,0.011754309086698556,0.07175428193980539,Regular
4101051,Anahy,2022,2838,31561582.069999997,11121.064859055672,7954493.78,4714678.51,3158796.69,0.2520308951039856,0.14938029720890986,0.14559229555911724,12,False,0.2559182426038098,0.030910307090688004,0.16591506839856107,Regular
4101051,Anahy,2023,2901,30151826.530000005,10393.597562909343,7679929.18,4602818.69,2992768.08,0.2547085886275825,0.152654721776817,0.14518136482253485,12,False,0.2672680317778661,0.027194332981810558,0.1712385522594439,Regular
4101051,Anahy,2024,2965,38037548.76,12828.85287015177,9079746.97,5271491.78,3261056.87,0.23870483945453905,0.13858652704622917,0.13418410271414793,12,False,0.4303007953279042,0.036946395349338385,0.27295903533647786,Suspeita
4101101,Andirá,2020,19926,75975169.32000001,3812.866070460705,17481311.93,14148374.52,9826958.22,0.23009243791705705,0.1862236655295683,0.14503124642445284,15,False,0.12115383303274661,0.00811507581679661,0.07593833014636661,Regular
4101101,Andirá,2021,19823,82197337.32000002,4146.5639570196245,18924103.69,16102670.4,10533296.04,0.23022769723460912,0.1959025793902687,0.14581730264929715,15,False,0.12923062846585448,0.0035312417654438963,0.07895087378569024,Regular
