numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;porte_municipio;driver_principal;tipo_anomalia;z_score_driver
1622;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de aparelhos de ar condicionado com instalação e desinstalação.;UEM-Universidade Estadual de Maringá;Menor Preço;104262500.0;;2024-11-04;2024-11-05;TB_LICITACOES-2024.csv;aquisição de aparelhos de ar condicionado com instalação e desinstalação.;;False;1.0;2024;227;uem-universidade estadual de maringa;Maringá;429660.0;0.681;outros;0.3003596887483426;0.4980683023279631;0.003796768378911906;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.97
95;2024;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa do ramo da construção civil, especializada em obras e serviços de engenharia para conclusão de 47 UH e execução de infraestrutura em área localizada no município de FIGUEIRA/PR, proporcionando padrões mínimos de habitabilidade, salubridade, segurança e desempenho, definidos pelas posturas municipais, normas técnicas brasileiras e conforme especificações constantes dos documentos e informações constantes do Termo de Referência - ANEXO I, e do Volume Técnico - Projeto Executivo de Arquitetura e Engenharia - ANEXO I-E.;COHAPAR-Companhia de Habitação do Paraná;Maior Desconto;372095804.0;798.0;2024-12-12;2025-03-25;TB_LICITACOES-2024.csv;contratação de empresa do ramo da construção civil, especializada em obras e serviços de engenharia para conclusão de 47 uh e execução de infraestrutura em área localizada no município de figueira/pr, proporcionando padrões mínimos de habitabilidade, salubridade, segurança e desempenho, definidos pelas posturas municipais, normas técnicas brasileiras e conforme especificações constantes dos documentos e informações constantes do termo de referência - anexo i, e do volume técnico - projeto executivo de arquitetura e engenharia - anexo i-e.;2.144608972800994e-06;False;103.0;2024;74;cohapar-companhia de habitacao do parana;;;;obras;0.30035919274857953;0.4924599423619425;0.012208068328535169;Suspeita Moderada;True;;desconto_pct;Desconto Atípico;2.94
1086;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS CORRETIVOS E/OU PREVENTIVOS EM EQUIPAMENTOS DE JARDINAGEM;UEL-Universidade Estadual de Londrina;Menor Preço;9999800.0;8487890.0;2024-01-23;2024-02-16;TB_LICITACOES-2023.csv;contratação de empresa para prestação de serviços corretivos e/ou preventivos em equipamentos de jardinagem;0.8488059761195224;False;24.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;limpeza;0.30022629670852186;0.49795473924977357;0.0036336328966444266;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;13.27
44;2023;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE FORNECIMENTO DE
SISTEMA DE COMUNICAÇÃO PABX VIRTUAL";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;1198800.0;400000.0;2023-01-27;2023-08-16;TB_LICITACOES-2023.csv;contratação de empresa especializada em serviço de fornecimento de sistema de comunicação pabx virtual;0.333667000333667;False;201.0;2023;346;funeas-fundacao estatal de atencao em saude do estado do parana;;;;comunicacao;0.3002025191753668;0.4780278396755501;0.03346453842509178;Suspeita Moderada;True;;categoria_cod;Categoria Incomum;4.0
786;2022;Pregão Eletrônico;Fase Certame;Equipamento e Material de Consumo;UEPG-Universidade Estadual de Ponta Grossa;Menor Preço;3403500.0;;2022-06-08;;TB_LICITACOES-2022.csv;equipamento e material de consumo;;False;;2022;69;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;material_escritorio;0.29991547911178773;0.4893250514469442;0.015801120609052994;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.84
538;2023;Pregão Eletrônico;Deserto; Materiais para laboratório de enfermagem;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Menor Preço;2574861.0;;2023-04-05;;TB_LICITACOES-2023.csv;materiais para laboratório de enfermagem;;False;;2023;17;unioeste foz-universidade estadual do oeste do parana - campus foz do iguacu;Foz do Iguaçu;297352.0;0.732;saude;0.2998996872131458;0.4961173832404422;0.005573143172201322;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.6
73;2025;Licitação Eletrônica - Estatal;Publicado;Execução de 40 unidades habitacionais, destinadas às pessoas da Terceira Idade, compreendendo a elaboração de projetos, execução das unidades habitacionais, execução de infraestrutura e equipamentos com todos os seus componentes, em área localizada no município de CIANORTE-PR.;COHAPAR-Companhia de Habitação do Paraná;Menor Preço;;;2025-11-19;;TB_LICITACOES-2025.csv;execução de 40 unidades habitacionais, destinadas às pessoas da terceira idade, compreendendo a elaboração de projetos, execução das unidades habitacionais, execução de infraestrutura e equipamentos com todos os seus componentes, em área localizada no município de cianorte-pr.;;False;;2025;38;cohapar-companhia de habitacao do parana;;;;obras;0.2998744016523742;0.49806871082308674;0.00258293789630547;Suspeita Moderada;True;;valor_estimado_log1p;Valor Estimado Atípico;6.46
1895;2022;Pregão Eletrônico;Homologado;Selecionar a proposta mais vantajosa para aquisição de MATERIAIS DE LIMPEZA. Onze lotes com quantidades e especificações constantes no anexo I do edital. Com recursos do tesouro.;UEPG-Universidade Estadual de Ponta Grossa;Menor Preço;29423000.0;16811980.0;2022-11-03;2022-11-29;TB_LICITACOES-2022.csv;selecionar a proposta mais vantajosa para aquisição de materiais de limpeza. onze lotes com quantidades e especificações constantes no anexo i do edital. com recursos do tesouro.;0.5713890493831356;False;26.0;2022;69;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;educacao;0.29981424738669993;0.4974469947765961;0.003365126301855683;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.84
13;2023;Licitação Eletrônica - Estatal;Revogado;Registro de Preços para futura e eventual contratação de empresa especializada, no fornecimento de software de análise de dados e inteligência investigativa, no formato on-premises, com licenciamento perpétuo, incluindo suporte técnico, consultoria e capacitação, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;;;2023-11-14;;TB_LICITACOES-2023.csv;registro de preços para futura e eventual contratação de empresa especializada, no fornecimento de software de análise de dados e inteligência investigativa, no formato on-premises, com licenciamento perpétuo, incluindo suporte técnico, consultoria e capacitação, nos termos do edital e seus anexos.;;False;;2023;55;celepar-companhia de tecnologia da informacao e comunicacao do parana;;;;educacao;0.2997186061859647;0.493762757473877;0.0086523792540963;Suspeita Moderada;True;;valor_estimado_log1p;Valor Estimado Atípico;6.46
1631;2020;Pregão Eletrônico;Homologado;Contratação de empresa para serviços de manutenção e recarga de extintor, testes hidrostáticos, empatação e teste hidrostático de mangueira tipo 2 de combate a incendio para UEL/HU.;UEL-Universidade Estadual de Londrina;Menor Preço;29584173.0;17317300.0;2024-06-14;2021-04-12;TB_LICITACOES-2020.csv;contratação de empresa para serviços de manutenção e recarga de extintor, testes hidrostáticos, empatação e teste hidrostático de mangueira tipo 2 de combate a incendio para uel/hu.;0.5853569068839612;False;0.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;servicos;0.29953924429230155;0.4856881325639738;0.020315911884793165;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;13.27
218;2022;Concorrência Pública;Homologado;Concessão de espaço para instalação de restaurante no Campus Santa Cruz;UNICENTRO-Universidade Estadual do Centro-Oeste;Maior Preço;5800.0;5296.0;2022-10-18;2022-12-06;TB_LICITACOES-2022.csv;concessão de espaço para instalação de restaurante no campus santa cruz;;False;49.0;2022;15;unicentro-universidade estadual do centro-oeste;;;;outros;0.29934929168441854;0.4796487244364964;0.028900142556301835;Suspeita Moderada;True;;modalidade_grupo;Modalidade Incomum;5.0
1091;2020;Pregão Eletrônico;Homologado;"A presente licitação tem como objeto o REGISTRO DE PREÇOS para futura e
eventual CONTRATAÇÃO DE SEGURO COLETIVO DE VIDA E ACIDENTES
PESSOAIS PARA ALUNOS (estagiários e bolsistas) DA UENP.";UENP-Universidade Estadual do Norte do Paraná;Menor Preço;6150000.0;300000.0;2020-10-22;2020-10-27;TB_LICITACOES-2020.csv;a presente licitação tem como objeto o registro de preços para futura e eventual contratação de seguro coletivo de vida e acidentes pessoais para alunos (estagiários e bolsistas) da uenp.;0.04878048780487805;False;5.0;2020;35;uenp-universidade estadual do norte do parana;;;;educacao;0.29933645330510494;0.4915158277608946;0.011067391621420505;Suspeita Moderada;True;;categoria_cod;Categoria Incomum;3.5
1820;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;CONTRATAÇÃO PARA O FORNECIMENTO PARCELADO DE CURATIVOS E MATERIAIS CORRELATOS PARA TRATAMENTO DE FERIDAS -CURATIVO COMPOSTO POR HIDRO FIBRAS 100 PORCENTO CARBOXIMETILCELULOSE SÓDICA E PRATA IÔNICA, CURATIVO ANTIMICROBIANO DE TRANSFERÊNCIA DE EXSUDATO, COMPRESSA, TIPO DE GAZE NÃO ADERENTE E OUTROS-, PARA O HOSPITAL UNIVERSITÁRIO - HU-UEL, PELO PERÍODO DE 12 -DOZE- MESES.;UEL-Universidade Estadual de Londrina;Menor Preço;101287600.0;73101000.0;2024-11-21;2025-02-17;TB_LICITACOES-2024.csv;contratação para o fornecimento parcelado de curativos e materiais correlatos para tratamento de feridas -curativo composto por hidro fibras 100 porcento carboximetilcelulose sódica e prata iônica, curativo antimicrobiano de transferência de exsudato, compressa, tipo de gaze não aderente e outros-, para o hospital universitário - hu-uel, pelo período de 12 -doze- meses.;0.7217171697226511;False;88.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.29922157699737184;0.4962647852651469;0.00365676459570934;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;13.27
20;2021;Pregão Presencial;Homologado;Manutenção de aparelhos de ar-condicionado;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Menor Preço;9843691.0;8643500.0;2021-09-09;2021-09-23;TB_LICITACOES-2021.csv;manutenção de aparelhos de ar-condicionado;0.8780751041453861;False;14.0;2021;13;unioeste foz-universidade estadual do oeste do parana - campus foz do iguacu;Foz do Iguaçu;297352.0;0.732;outros;0.29920698515291244;0.49707017191767006;0.0024122050057761237;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.6
127;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Revogado;AQUISIÇÃO DE ULTRA FREEZER ;UEM-Universidade Estadual de Maringá;Menor Preço;12601571.0;;2025-02-28;;TB_LICITACOES-2025.csv;aquisição de ultra freezer;;False;;2025;143;uem-universidade estadual de maringa;Maringá;429660.0;0.681;outros;0.2991247945899873;0.4918402734784637;0.01005157625727268;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.97
959;2023;Pregão Eletrônico;Homologado;FORNECIMENTO DE PAPÉIS PARA USO NA GRÁFICA UEL.;UEL-Universidade Estadual de Londrina;Menor Preço;19910200.0;16777640.0;2023-12-01;2024-02-15;TB_LICITACOES-2023.csv;fornecimento de papéis para uso na gráfica uel.;0.8426655684021256;False;76.0;2023;377;uel-universidade estadual de londrina;Londrina;581382.0;0.725;comunicacao;0.2990487287427254;0.49512200478293245;0.004938814682414877;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;13.27
751;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO PARA FORNECIMENTO PARCELADO DE MATERIAL MÉDICO HOSPITALAR DIVERSOS PARA ATENDER O HOSPITAL UNIVERSITÁRIO DE LONDRINA;UEL-Universidade Estadual de Londrina;Menor Preço;104442200.0;101410000.0;2024-04-05;2024-06-03;TB_LICITACOES-2023.csv;contratação para fornecimento parcelado de material médico hospitalar diversos para atender o hospital universitário de londrina;0.9709676739861857;False;59.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.29897536743827663;0.49217083970992204;0.009182159030808669;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;13.27
1582;2020;Pregão Eletrônico;Homologado;O presente certame destina-se a aquisição de cartões deproximidade SmartCard com chip, tipo Mifare  1k,para  atendimento  as  necessidades da  Administraçãodos  Portos  de  Paranaguá  e Antonina -APPA, conformejustificativas, especificações e demais condições expressas no Termo de Referência e esteEdital.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;4672400.0;4660000.0;2020-12-17;2021-01-19;TB_LICITACOES-2020.csv;o presente certame destina-se a aquisição de cartões deproximidade smartcard com chip, tipo mifare 1k,para atendimento as necessidades da administraçãodos portos de paranaguá e antonina -appa, conformejustificativas, especificações e demais condições expressas no termo de referência e esteedital.;0.9973461176269155;False;33.0;2020;89;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;outros;0.2989489690333074;0.4935571813427316;0.0070366505691711765;Suspeita Moderada;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
1246;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Aquisição de equipamentos e insumos de Saúde Estética para o projeto Saúde Estética;UEPG-Universidade Estadual de Ponta Grossa;Menor Preço;2317183.0;;2025-10-09;;TB_LICITACOES-2025.csv;aquisição de equipamentos e insumos de saúde estética para o projeto saúde estética;;False;;2025;14;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;saude;0.29882392856606615;0.49210239941298634;0.008906222295686007;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.84
59;2022;Concorrência Pública;Homologado;Contratacao de empresa especializada para executar a construcao do Conselho Tutelar, com area de 222,95 m2, situado a Rua Michel Perez Hadade, sem numero, Conjunto Habitacional Rosario Pitelli, no Municipio de Cornélio Procopio, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;113859854.0;121000000.0;2022-12-14;2023-01-20;TB_LICITACOES-2022.csv;contratacao de empresa especializada para executar a construcao do conselho tutelar, com area de 222,95 m2, situado a rua michel perez hadade, sem numero, conjunto habitacional rosario pitelli, no municipio de cornélio procopio, parana.;1.0627099521838488;True;37.0;2022;119;pred-parana edificacoes (lei 21352/2023 - extinto);;;;obras;0.29881780513521095;0.475598080023113;0.03364739280335782;Suspeita Moderada;True;;sobrepreco_pct;Sobrepreço;6.27
9;2025;Pregão Presencial;Homologado;"CONTRATO/ 4º TERMO ADITIVO AO CONTRATO Nº 031/2021-HUM
E-PROTOCOLO Nº 21.675.411-5 PARA INCLUSÃO NO GMS";UEM-Universidade Estadual de Maringá;Menor Preço;40152971.0;40152971.0;2025-03-08;2025-03-22;TB_LICITACOES-2025.csv;contrato/ 4º termo aditivo ao contrato nº 031/2021-hum e-protocolo nº 21.675.411-5 para inclusão no gms;1.0;False;14.0;2025;143;uem-universidade estadual de maringa;Maringá;429660.0;0.681;outros;0.2987694829184635;0.4895834690147823;0.01254850377398532;Suspeita Moderada;True;Metrópole (>200k);populacao_log1p;Porte Populacional Atípico;12.97
