cod_ibge,municipio,ano,legislativa,judiciaria,essencial_justica,administracao,defesa_nacional,seguranca_publica,relacoes_exteriores,assistencia_social,previdencia_social,saude,trabalho,educacao,cultura,direitos_cidadania,urbanismo,habitacao,saneamento,gestao_ambiental,ciencia_tecnologia,agricultura,organizacao_agraria,industria,comercio_servicos,comunicacoes,energia,transporte,desporto_lazer,encargos_especiais,reserva_contingencia,total_despesas,populacao,n_funcoes_declaradas,flag_negativo,legislativa_pc,judiciaria_pc,essencial_justica_pc,administracao_pc,defesa_nacional_pc,seguranca_publica_pc,relacoes_exteriores_pc,assistencia_social_pc,previdencia_social_pc,saude_pc,trabalho_pc,educacao_pc,cultura_pc,direitos_cidadania_pc,urbanismo_pc,habitacao_pc,saneamento_pc,gestao_ambiental_pc,ciencia_tecnologia_pc,agricultura_pc,organizacao_agraria_pc,industria_pc,comercio_servicos_pc,comunicacoes_pc,energia_pc,transporte_pc,desporto_lazer_pc,encargos_especiais_pc,reserva_contingencia_pc,total_pc,legislativa_prop,judiciaria_prop,essencial_justica_prop,administracao_prop,defesa_nacional_prop,seguranca_publica_prop,relacoes_exteriores_prop,assistencia_social_prop,previdencia_social_prop,saude_prop,trabalho_prop,educacao_prop,cultura_prop,direitos_cidadania_prop,urbanismo_prop,habitacao_prop,saneamento_prop,gestao_ambiental_prop,ciencia_tecnologia_prop,agricultura_prop,organizacao_agraria_prop,industria_prop,comercio_servicos_prop,comunicacoes_prop,energia_prop,transporte_prop,desporto_lazer_prop,encargos_especiais_prop,reserva_contingencia_prop,saude_var,educacao_var,administracao_var,urbanismo_var,assistencia_social_var,transporte_var,log_pop_cl,log_total_pc_cl,saude_prop_cl,educacao_prop_cl,administracao_prop_cl,cluster,saude_dev,educacao_dev,administracao_dev,urbanismo_dev,assistencia_social_dev,transporte_dev,log_pop,hhi
4101309,Antônio Olinto,2022,1160096.74,0.0,0.0,1865874.94,0.0,0.0,0.0,1125187.37,0.0,9436723.51,0.0,8909414.57,0.0,0.0,1557757.66,0.0,0.0,405306.29,0.0,1512772.53,0.0,7364.5,0.0,0.0,0.0,8440373.44,72721.77,496799.25,0.0,34990392.57,7304,12,False,158.83033132530122,0.0,0.0,255.4593291347207,0.0,0.0,0.0,154.0508447426068,0.0,1291.9939088170865,0.0,1219.7993661007667,0.0,0.0,213.2745974808324,0.0,0.0,55.49100355969332,0.0,207.11562568455642,0.0,1.0082831325301205,0.0,0.0,0.0,1155.582343921139,9.956430722891566,68.01742196056955,0.0,4790.579486582695,0.03315472204774981,0.0,0.0,0.05332535027342793,0.0,0.0,0.0,0.032157037613939524,0.0,0.26969470237069704,0.0,0.254624595942337,0.0,0.0,0.04451958225057433,0.0,0.0,0.011583359323253228,0.0,0.04323393991575328,0.0,0.00021047205987377696,0.0,0.0,0.0,0.24121974119366102,0.00207833535604142,0.014198161652691626,0.0,0.13196754822426404,0.3795759103384767,-0.2918768816524784,3.4003292812469827,0.5421816136875265,0.9219059531813083,8.8963143241848,8.474615382727446,0.26969470237069704,0.254624595942337,0.05332535027342793,1,-0.2666086031975096,-0.3832570891604978,-1.0855010557967781,-0.8105820628906791,-0.6801936795739734,1.7467541032106961,8.8963143241848,0.20492407707937801
4101309,Antônio Olinto,2023,1299463.75,0.0,0.0,3144370.0,0.0,0.0,0.0,1617906.94,0.0,12519808.38,0.0,11138441.34,87033.32,0.0,2929659.93,0.0,0.0,437064.88,0.0,789724.56,0.0,0.0,0.0,0.0,0.0,6303559.47,587620.28,469609.33,0.0,41324262.18,7188,12,False,180.78238035614913,0.0,0.0,437.44713411240957,0.0,0.0,0.0,225.08443795214245,0.0,1741.7652170283807,0.0,1549.588388981636,12.108141346688926,0.0,407.5765066777964,0.0,0.0,60.80479688369505,0.0,109.86707846410685,0.0,0.0,0.0,0.0,0.0,876.9559641068447,81.75017807456872,65.33240539788537,0.0,5749.062629382303,0.03144554025767726,0.0,0.0,0.07609016674765469,0.0,0.0,0.0,0.039151502159983635,0.0,0.30296507958124663,0.0,0.26953757314488125,0.002106107052096919,0.0,0.07089442800548992,0.0,0.0,0.010576471470833166,0.0,0.019110433395280527,0.0,0.0,0.0,0.0,0.0,0.15253894776252724,0.01421974038980894,0.011364010032519837,0.0,0.3481218488275166,0.27036333354974507,0.7123944370875358,0.9110410311027616,0.4611048600753919,-0.24111339298319076,8.880307358983872,8.656966025798566,0.30296507958124663,0.26953757314488125,0.07609016674765469,0,0.45554177208132274,1.1118005793087606,-0.19715492108612467,-0.11804474572220737,0.4897194560732265,2.5454935560857157,8.880307358983872,0.20185671672941063
4101309,Antônio Olinto,2024,1270153.79,0.0,0.0,3084839.31,0.0,0.0,0.0,1135544.62,0.0,13490437.52,0.0,10996919.44,11058.83,0.0,9618361.97,0.0,0.0,316819.45,0.0,504725.78,0.0,0.0,0.0,0.0,0.0,8401215.51,92499.16,434906.95,0.0,49357482.33,7071,12,False,179.62859425823788,0.0,0.0,436.26634280865505,0.0,0.0,0.0,160.59180031113,0.0,1907.8542667232357,0.0,1555.2141762126996,1.5639697355395277,0.0,1360.2548394852215,0.0,0.0,44.80546598783765,0.0,71.37968887003254,0.0,0.0,0.0,0.0,0.0,1188.12268561731,13.08148211002687,61.50572054872013,0.0,6980.269032668646,0.025733763758610254,0.0,0.0,0.06249993241906106,0.0,0.0,0.0,0.02300653449881912,0.0,0.2733210221259679,0.0,0.2228014663810345,0.00022405579616200007,0.0,0.1948714058325025,0.0,0.0,0.006418873796717824,0.0,0.01022592231559636,0.0,0.0,0.0,0.0,0.0,0.17021158927495889,0.0018740656053231881,0.008811368195246437,0.0,0.09535673813616449,0.0036305042494290006,-0.002699277722210641,2.3374220967072348,-0.28652641749815205,0.3548259368158582,8.863898604317479,8.850985989068928,0.2733210221259679,0.2228014663810345,0.06249993241906106,1,0.9611230457755494,0.25114268408199963,-0.5087046918093664,1.3735347301295828,-0.621113504644193,1.8152508877769724,8.863898604317479,0.19661646723177065
4101309,Antônio Olinto,2025,1451631.75,0.0,0.0,5407155.35,0.0,0.0,0.0,1557181.13,0.0,14056052.14,0.0,13221919.01,128839.44,0.0,364402.96,0.0,0.0,387726.32,0.0,3489652.16,0.0,6019.9,0.0,0.0,0.0,9225450.35,190419.11,659600.19,0.0,50146049.81,7048,13,False,205.9636421679909,0.0,0.0,767.1900326333711,0.0,0.0,0.0,220.9394338819523,0.0,1994.3320289443814,0.0,1875.981698354143,18.28028376844495,0.0,51.703030646992055,0.0,0.0,55.012247446084,0.0,495.1265834279228,0.0,0.8541288308740067,0.0,0.0,0.0,1308.9458498864926,27.01746736662883,93.58686010215663,0.0,7114.933287457435,0.028948077774822438,0.0,0.0,0.10782814140869214,0.0,0.0,0.0,0.031052917147014653,0.0,0.2803022809026321,0.0,0.2636682063711291,0.0025692839313996604,0.0,0.007266832808978938,0.0,0.0,0.0077319414284688194,0.0,0.06958977174118514,0.0,0.00012004734216970218,0.0,0.0,0.0,0.18397162657785823,0.0037972903293775908,0.013153582236271461,0.0,0.045327236849003326,0.20625295669731178,0.758535915684557,-0.9619901880543511,0.37578278252006037,0.1016924983688926,8.860641041773876,8.870091673735798,0.2803022809026321,0.2636682063711291,0.10782814140869214,1,1.1335184341915818,0.8578387427389809,0.5469821268027555,-1.1182518548128977,-0.0760327881323913,2.0695812918899645,8.860641041773876,0.20051441194483233
4101408,Apucarana,2020,9711210.33,0.0,0.0,43020311.96,0.0,3029455.42,0.0,10835261.33,0.0,141094067.21,179311.34,91560312.36,4037541.09,1492897.33,55965200.06,68688.0,0.0,5172730.12,0.0,959951.48,0.0,0.0,0.0,0.0,0.0,0.0,2538101.56,20298443.58,0.0,389963483.16999996,136234,15,False,71.2833090858376,0.0,0.0,315.7824915953433,0.0,22.237146527298616,0.0,79.5341935933761,0.0,1035.6744073432478,1.3162010951744791,672.0812158492006,29.636809386790375,10.958331473787748,410.8020028774021,0.5041913178795308,0.0,37.9694505042794,0.0,7.0463429099931,0.0,0.0,0.0,0.0,0.0,0.0,18.630456126958027,148.99689930560652,0.0,2862.453448992175,0.024902871035661852,0.0,0.0,0.11031882167604345,0.0,0.007768561803206955,0.0,0.027785322979271103,0.0,0.36181353716263664,0.0004598157205448679,0.23479201594905585,0.010353638902747932,0.003828300326646711,0.14351395060137628,0.0001761395693813112,0.0,0.013264652571956359,0.0,0.0024616445421929943,0.0,0.0,0.0,0.0,0.0,0.0,0.006508562133479418,0.05205216502579841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.822136614721831,7.959783675020149,0.36181353716263664,0.23479201594905585,0.11031882167604345,0,-0.6470739788765215,-0.6656655158048953,-0.5834988005293175,-0.10724652626324824,-1.0896197354813069,-0.6481326507892686,11.822136614721831,0.2233112467163261
4101408,Apucarana,2021,9654874.63,0.0,0.0,50757812.72,0.0,2478188.05,0.0,11236391.55,0.0,168146517.87,104609.54,111025096.84,3181556.06,1605436.77,52592229.5,78112.0,0.0,5278044.46,40000.0,972190.4,0.0,0.0,0.0,0.0,0.0,0.0,2583327.88,19663629.19,0.0,439398017.4599999,137438,16,False,70.24894592470787,0.0,0.0,369.3142560281727,0.0,18.031316302623726,0.0,81.75607583055633,0.0,1223.435424482312,0.7611398594275236,807.8195029031273,23.14902763427873,11.681170927982071,382.66148736157396,0.5683435439980209,0.0,38.403094195200744,0.2910403236368399,7.073665216315721,0.0,0.0,0.0,0.0,0.0,0.0,18.796314556381787,143.0727250833103,0.0,3197.063530173605,0.021972959017456016,0.0,0.0,0.11551670854914742,0.0,0.005639961837619349,0.0,0.02557223998176754,0.0,0.38267473040045524,0.00023807467453929284,0.2526754614911458,0.007240715555321388,0.0036537187383785794,0.11969154937024191,0.00017777048802253832,0.0,0.012011989700159447,9.103363786488033e-05,0.002212550720232829,0.0,0.0,0.0,0.0,0.0,0.0,0.0058792433678542255,0.04475129246979376,0.0,0.18129347969572418,0.20196708947209024,0.16952100213784874,-0.06850140777971397,0.027936188660436373,0.0,11.830935461289402,8.07030075879183,0.38267473040045524,0.2526754614911458,0.11551670854914742,0,-0.3538705380815363,-0.3907159650383781,-0.4135096474233331,-0.20145450030001782,-1.065510496011066,-0.6481326507892686,11.830935461289402,0.24137587577563438
4101408,Apucarana,2022,12404237.67,0.0,0.0,47122231.71,0.0,3584408.04,0.0,16570532.46,0.0,175666884.65,1766409.1,139343165.5,4953406.59,1695781.04,73300805.21,0.0,9280793.35,3326961.02,241000.0,2478170.14,0.0,2670647.05,2559511.74,0.0,0.0,0.0,6636214.93,28291675.86,0.0,531892836.06,136394,18,False,90.94415934718536,0.0,0.0,345.4861043007757,0.0,26.279807322902766,0.0,121.49018622520053,0.0,1287.937040119067,12.95078302564629,1021.6223990791384,36.31689509802484,12.432959221080106,537.4195727817938,0.0,68.0440001026438,24.392282798363564,1.7669398947167765,18.169202017684064,0.0,19.58038513424344,18.76557429212429,0.0,0.0,0.0,48.65474236403361,207.42610276111853,0.0,3899.6791358857427,0.023320933896918934,0.0,0.0,0.08859346942714677,0.0,0.0067389665680619585,0.0,0.03115389292088673,0.0,0.3302674387405811,0.0033209868233697003,0.2619760148156638,0.00931279057392913,0.00318820056416159,0.1378112285793812,0.0,0.017448615060784694,0.006254946099000858,0.0004530987891944724,0.00465915306992488,0.0,0.0050210246668912425,0.004812081619597665,0.0,0.0,0.0,0.012476601450694109,0.05319055633381113,0.0,0.052721716525453946,0.26466666799656374,-0.0645199889754033,0.40442555765741356,0.4860080427171577,0.0,11.823310366828123,8.26890595436418,0.3302674387405811,0.2619760148156638,0.08859346942714677,2,0.7195075719462909,-0.139118581022876,-0.07533353335403328,0.6800024630221698,-0.3172874563839672,-0.3508339084953136,11.823310366828123,0.2096152765047674
4101408,Apucarana,2023,13613588.81,0.0,0.0,44152250.96,0.0,3818767.22,0.0,19615366.95,0.0,202196648.94,790948.42,148924223.43,5304113.89,2160830.79,51596746.3,0.0,9357703.72,3909538.12,240848.0,3899332.26,0.0,2932820.98,3812938.72,0.0,0.0,0.0,5811116.0,26917686.87,0.0,549055470.3800001,135350,18,False,100.58063398596232,0.0,0.0,326.2079864056151,0.0,28.214017140746215,0.0,144.92328740302918,0.0,1493.8799330624306,5.843726782415959,1100.2897926117473,39.188133653490944,15.964763871444404,381.2097990395271,0.0,69.13707957148135,28.884655485777614,1.7794458810491318,28.809252013298853,0.0,21.66842246028814,28.170954710011085,0.0,0.0,0.0,42.93399335057259,198.87467210934614,0.0,4056.560549538235,0.02479456001153775,0.0,0.0,0.08041491860456708,0.0,0.006955157403963282,0.0,0.035725656164438624,0.0,0.36826269812057444,0.0014405619516960396,0.2712371180400586,0.009660433555700726,0.003935541865204428,0.09397364944618437,0.0,0.017043275633923754,0.007120479315676824,0.00043865877491997235,0.0071018912848665,0.0,0.0053415750105726125,0.006944541900950506,0.0,0.0,0.0,0.010583841366662168,0.04902544154850206,0.0,0.15990136670370522,0.0770024165518664,-0.055799980535186276,-0.29066632786314966,0.19288060958596137,0.0,11.815626683267832,8.308337222145727,0.36826269812057444,0.2712371180400586,0.08041491860456708,0,0.068449609455106,0.20170770932249543,-0.5503928296672382,-0.20631441893498192,-0.3800945882801295,-0.6481326507892686,11.815626683267832,0.2295190240224581
4101408,Apucarana,2024,13372312.18,0.0,0.0,50359663.58,0.0,5081616.58,0.0,21995796.76,0.0,244162995.1,589945.17,173646447.67,7660653.01,2276892.83,64557729.16,0.0,10513364.53,4505266.83,219800.0,2717320.29,0.0,3597312.31,5009543.72,0.0,0.0,0.0,7031252.06,35591866.22,0.0,652889777.9999999,134306,18,False,99.56600732655279,0.0,0.0,374.96212812532576,0.0,37.8361099280747,0.0,163.77374622131552,0.0,1817.960441826873,4.392545158071866,1292.9165314282309,57.03879953241106,16.953023915536164,480.6764341131446,0.0,78.27918730362009,33.54479196759638,1.6365612854228404,20.232307491846978,0.0,26.784449763971825,37.2994782064837,0.0,0.0,0.0,52.35247911485711,265.0057794886304,0.0,4861.210802197965,0.020481730041728426,0.0,0.0,0.07713348451290963,0.0,0.007783268709714737,0.0,0.033689908314049305,0.0,0.3739727643583969,0.0009035907589289905,0.2659659463530459,0.011733455275509001,0.0034874076861408612,0.09887998148440916,0.0,0.01610281686781134,0.0069005014043886604,0.0003366571317341103,0.004161989330456328,0.0,0.005509830956489567,0.007672878162292197,0.0,0.0,0.0,0.010769431988258209,0.0545143566637369,0.0,0.2169387924637841,0.17506909553277536,0.14945722898117084,0.2609236051230254,0.13007197915586569,0.0,11.807883503267687,8.489248511031604,0.3739727643583969,0.2659659463530459,0.07713348451290963,0,0.5745265455101906,0.5918897018370333,-0.39557493137543115,0.12667699940877755,-0.17555169299565807,-0.6481326507892686,11.807883503267687,0.2315874613618377
4101408,Apucarana,2025,21401621.35,0.0,0.0,53920506.39,0.0,7013158.33,0.0,22019329.45,0.0,228061506.76,917838.4,196976707.6,8303167.98,2266306.0,56252093.8,0.0,13501730.64,4582904.47,0.0,3580484.46,0.0,1768813.72,4714619.89,0.0,0.0,0.0,4350859.27,45699468.79,0.0,675331117.3,134910,17,False,158.63628604254689,0.0,0.0,399.67761018456747,0.0,51.98397694759469,0.0,163.21495404343636,0.0,1690.4714755021866,6.803338521977615,1460.0600963605366,61.54597865243496,16.79865095248684,416.96014972944926,0.0,100.07953924838782,33.970087243347415,0.0,26.539800311318658,0.0,13.111064561559559,34.946407901564,0.0,0.0,0.0,32.250087243347416,338.7404105700096,0.0,5005.789914016752,0.03169056008490252,0.0,0.0,0.07984306514051401,0.0,0.010384770004437053,0.0,0.032605234507828006,0.0,0.33770324055523865,0.0013590938970346185,0.2916742654884918,0.012294958380114912,0.003355844180645458,0.08329557510232619,0.0,0.019992756581364776,0.006786159193023164,0.0,0.005301820645130223,0.0,0.002619179946974435,0.006981197473691473,0.0,0.0,0.0,0.006442557078363135,0.0676697217399196,0.0,-0.07012746998860565,0.12927637698906147,0.06591460898413962,-0.13255545698064614,-0.003411976527202547,0.0,11.812370580754365,8.518550252994851,0.33770324055523865,0.2916742654884918,0.07984306514051401,2,1.5705446559344327,0.7541531738875524,0.1341949047171779,0.21432656728967167,0.3313955604385323,-0.3508339084953136,11.812370580754365,0.2199201014825203
4101507,Arapongas,2020,8754436.98,2243761.15,0.0,26049542.0,0.0,13720077.84,0.0,9768859.59,40509908.12,79528585.85,0.0,77357924.92,3877338.84,26315.93,54789652.86,0.0,0.0,444102.04,0.0,0.0,0.0,963534.3,0.0,0.0,0.0,579230.8,3917353.13,10327820.97,0.0,332858445.32000005,124810,16,False,70.14211185001203,17.977414870603315,0.0,208.71358064257672,0.0,109.92771284352216,0.0,78.26984688726864,324.57261533530965,637.1972265844082,0.0,619.805503725663,31.065930935021232,0.21084792885185483,438.98447928851857,0.0,0.0,3.558224821729028,0.0,0.0,0.0,7.720008813396363,0.0,0.0,0.0,4.640900568864675,31.386532569505647,82.74834524477205,0.0,2666.921282910024,0.026300780716510735,0.006740886949234278,0.0,0.07826012037927041,0.0,0.04121895668535594,0.0,0.029348390366386867,0.12170311040495005,0.23892614703990345,0.0,0.23240487362617593,0.011648611878459156,7.906042454383472e-05,0.1646034632149017,0.0,0.0,0.001334206916616022,0.0,0.0,0.0,0.002894726913339054,0.0,0.0,0.0,0.0017401715598447413,0.01176882601321404,0.031027666911293616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.734555872058914,7.889054902443595,0.23892614703990345,0.23240487362617593,0.07826012037927041,2,-0.6562845707021514,-0.9577792151122145,-0.6041568754219552,0.29946892589843405,-0.9892216953461918,-0.3291187451699216,11.734555872058914,0.16367592921936663
4101507,Arapongas,2021,9300213.57,2471666.81,0.0,24354218.23,0.0,14820070.93,0.0,11644724.05,44538876.06,89815382.74,0.0,83619763.38,3708032.09,1429692.75,45631802.96,0.0,0.0,1186211.34,0.0,0.0,0.0,1576213.02,17500.0,0.0,0.0,2844239.38,3457969.21,13576205.83,0.0,353992782.34999985,126545,17,False,73.49333098897625,19.531919949425106,0.0,192.45500201509344,0.0,117.11305014026631,0.0,92.02042000869257,351.96077332174326,709.7505451815559,0.0,660.7907335730372,29.30208297443597,11.2978999565372,360.59743932988266,0.0,0.0,9.373830178987713,0.0,0.0,0.0,12.455751076692087,0.13829072661898928,0.0,0.0,22.476110316488207,27.326004267256707,107.28362108340906,0.0,2797.3668050890974,0.026272325408049396,0.006982251992799709,0.0,0.06879862936278879,0.0,0.04186546073514882,0.0,0.03289537140473849,0.12581859936331558,0.25372094352815844,0.0,0.23621883707595892,0.01047488049158526,0.004038762430434059,0.12890602643667157,0.0,0.0,0.003350947813470301,0.0,0.0,0.0,0.0044526699373253495,4.943603619210912e-05,0.0,0.0,0.008034738338782972,0.009768473772386228,0.03835164587219445,0.0,0.11386320525288214,0.06612595338539454,-0.0778989971684027,-0.17856449067557292,0.1756816151848202,3.8430493140228257,11.748361157413669,7.936791242090315,0.25372094352815844,0.23621883707595892,0.06879862936278879,2,-0.5028925642920372,-0.8742760208883075,-0.6670197637937921,-0.003562203768315805,-0.7754454726886923,-0.24566630164838033,11.748361157413669,0.1627157214907778
4101507,Arapongas,2022,0.0,3011776.14,0.0,28694539.52,0.0,15526149.45,0.0,12643911.32,54342061.13,101718692.17,153159.25,113309918.93,4143040.8,552414.87,44089336.28,0.0,1162859.93,23674255.15,0.0,103862.71,0.0,0.0,2285842.15,0.0,0.0,8753826.09,6046135.93,18295292.28,0.0,438507074.0999999,125651,18,False,0.0,23.969376606632657,0.0,228.36698092335118,0.0,123.56566561348497,0.0,100.62722397752505,432.4841117858195,809.5334869599128,1.218925834255199,901.7828662724531,32.97260507278096,4.396422392181519,350.88726934127067,0.0,9.254681061034134,188.4127874032041,0.0,0.826596764052813,0.0,0.0,18.19199329889933,0.0,0.0,69.66777892734638,48.11848636302138,145.6040324390574,0.0,3489.881291036282,0.0,0.006868249836519572,0.0,0.06543689079336566,0.0,0.03540683917555072,0.0,0.028833996226744117,0.12392516412998049,0.23196590928155342,0.0003492742969183494,0.25839929529656824,0.009448059209770456,0.0012597627327535972,0.10054418476712099,0.0,0.0026518612781485347,0.053988308395228245,0.0,0.00023685526673240055,0.0,0.0,0.005212782837520934,0.0,0.0,0.01996279332087519,0.013788000894647372,0.04172177226000196,0.0,0.14058874974563373,0.36470265161909854,0.18659935326306204,-0.026928005941076336,0.09353145712679263,2.099636811990504,11.741271460075462,8.157909502240507,0.23196590928155342,0.25839929529656824,0.06543689079336566,2,-0.2919317710322304,-0.3832793145584488,-0.5281680982794728,-0.041100089909417506,-0.6416379560591565,-0.024852522883614583,11.741271460075462,0.15782846360584774
4101507,Arapongas,2023,12372165.92,4331844.7,0.0,30615423.37,0.0,16537670.11,0.0,15187978.21,62967939.93,114777946.83,297505.2,125572004.99,5905526.8,699429.74,34872984.74,0.0,2114387.83,29190355.33,0.0,10000.0,0.0,0.0,2450481.89,0.0,0.0,1291744.69,6260218.36,20007190.44,0.0,485462799.08,124757,19,False,99.17011406173602,34.72225766890836,0.0,245.40044542590798,0.0,132.55905568425018,0.0,121.74048919098729,504.72470426509136,920.012078119865,2.3846774128906594,1006.5327395657157,47.336236042867334,5.606336638425098,279.52727895027937,0.0,16.94804964851672,233.97769527962356,0.0,0.08015582291975601,0.0,0.0,19.642039244290903,0.0,0.0,10.354085862917511,50.179295430316536,160.36928140304752,0.0,3891.2670157185566,0.025485301743916274,0.008923123889635363,0.0,0.06306440664046607,0.0,0.03406578246848269,0.0,0.03128556552383153,0.12970703429661443,0.23642995312414372,0.0006128280077563138,0.25866452636117815,0.01216473602342251,0.0014407483772711082,0.07183451503614233,0.0,0.004355406498720343,0.06012892313338655,0.0,2.0598900716905576e-05,0.0,0.0,0.005047723316068514,0.0,0.0,0.002660852062089997,0.012895361646378946,0.041212612949778245,0.0,0.1364719223349719,0.11615864218650478,0.07458812317650199,-0.20337013230761314,0.20981663191044464,-0.8513791307497349,11.73413113981415,8.266747047252323,0.23642995312414372,0.25866452636117815,0.06306440664046607,2,-0.05835826824756246,-0.16986221168724547,-0.4623091568465571,-0.3169658262939199,-0.31339606785249624,-0.30238627160629705,11.73413113981415,0.15731829746996534
4101507,Arapongas,2024,14441840.73,4205531.04,0.0,33365554.01,0.0,20966668.22,0.0,15753079.17,71594758.31,142081226.3,120000.0,151673563.43,6906237.71,757106.77,64332835.24,0.0,0.0,28961516.04,0.0,0.0,0.0,0.0,2891786.26,0.0,0.0,0.0,7534585.45,23404493.02,0.0,588990781.7,123863,16,False,116.59527647481492,33.95308558649476,0.0,269.374664023962,0.0,169.27305345421956,0.0,127.18147606629906,578.0156972622979,1147.0836835858975,0.9688123168339213,1224.5268032422919,55.75706797025746,6.112453032786224,519.3870263113279,0.0,0.0,233.8189454477931,0.0,0.0,0.0,0.0,23.346651219492504,0.0,0.0,0.0,60.82999321831378,188.95467589191284,0.0,4755.179365104996,0.024519637961593583,0.007140232361297073,0.0,0.0566486862726395,0.0,0.035597616926166566,0.0,0.026745884077390814,0.12155497256401288,0.2412282682759685,0.00020373833297296237,0.25751432474414226,0.01172554465125341,0.001285430593352867,0.1092255383935154,0.0,0.0,0.04917142498632759,0.0,0.0,0.0,0.0,0.004909730932720979,0.0,0.0,0.0,0.012792365660211146,0.039736603266434446,0.0,0.24681372219599068,0.21657920811461445,0.09769427498978354,0.8580906602811861,0.044693321929862695,-1.0,11.726939468496672,8.46719997053625,0.2412282682759685,0.25751432474414226,0.0566486862726395,2,0.4217158322163947,0.27427829226091416,-0.3696141764265636,0.6102916673268995,-0.2288066030016864,-0.3508339084953136,11.726939468496672,0.1613780953123491
4101606,Arapoti,2020,1822334.93,2641938.53,0.0,7230551.75,0.0,667672.04,0.0,2747219.9,14174428.0,26150614.64,76400.0,19751032.98,905701.78,0.0,24295423.39,0.0,0.0,4189509.76,0.0,793122.64,0.0,653918.55,0.0,179900.0,0.0,1197542.0,385026.08,1479302.85,0.0,109341639.82,28300,18,False,64.39346042402826,93.3547183745583,0.0,255.49652826855123,0.0,23.59265159010601,0.0,97.07490812720847,500.86318021201413,924.049987279152,2.6996466431095407,697.9163597173145,32.0035964664311,0.0,858.4955261484099,0.0,0.0,148.0392141342756,0.0,28.025534982332157,0.0,23.106662544169613,0.0,6.3568904593639575,0.0,42.31597173144876,13.605161837455832,52.27218551236749,0.0,3863.6621844522965,0.016666431315644777,0.02416223621988112,0.0,0.06612807126272345,0.0,0.006106292544168285,0.0,0.025125102426875236,0.1296343097042826,0.23916428071729648,0.0006987274027147474,0.1806359682598,0.008283228434208425,0.0,0.2221973571092909,0.0,0.0,0.03831577582791734,0.0,0.007253619401589839,0.0,0.0059805079846661485,0.0,0.0016453018291673175,0.0,0.01095229595944796,0.003521312471935086,0.013529181128390362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.250652418696085,8.259629553437632,0.23916428071729648,0.1806359682598,0.06612807126272345,1,-1.000113190268565,-1.3703406970616747,-1.0853823860355727,0.41806845252560293,-1.194820062028644,-0.5966498958238333,10.250652418696085,0.16385236736967684
4101606,Arapoti,2021,2017982.85,1193875.15,0.0,5318549.54,0.0,800434.43,0.0,2925312.4,14618035.87,28049273.15,0.0,22652645.41,963800.26,0.0,7030839.26,0.0,0.0,4558693.42,0.0,780821.27,0.0,438956.88,0.0,83036.9,0.0,1595114.3,293399.32,3106519.27,0.0,96427289.67999999,28480,17,False,70.85613939606742,41.919773525280895,0.0,186.74682373595505,0.0,28.10514150280899,0.0,102.71462078651685,513.2737313904494,984.876163974719,0.0,795.3878304073033,33.841301264044944,0.0,246.86935603932582,0.0,0.0,160.06648244382023,0.0,27.416477176966293,0.0,15.41281179775281,0.0,2.9156214887640446,0.0,56.0082268258427,10.301942415730338,109.07722155898877,0.0,3385.7896657303368,0.020927507728328805,0.012381092053524986,0.0,0.055156061708774975,0.0,0.008300911833738062,0.0,0.0303369762824179,0.15159646111086258,0.2908852176918305,0.0,0.23491944536836226,0.009995098516181794,0.0,0.07291337632046158,0.0,0.0,0.04727596757233673,0.0,0.008097513396790518,0.0,0.0045522059310876195,0.0,0.0008611348537904897,0.0,0.016542145955709082,0.003042700059015078,0.0322161836167871,0.0,0.06582563447099715,0.13966067614387034,-0.26908273469897676,-0.7124395544064268,0.05809650267109195,0.32357179887749105,10.256992477269039,8.12763775042602,0.2908852176918305,0.23491944536836226,0.055156061708774975,0,-0.7263993892782044,-0.41589738468194043,-0.9932492380925269,-0.6560553257471731,-0.8380931420056934,-0.4441664902149652,10.256992477269039,0.17646461964503496
